#,Date-Time (Indonesia Standard Time),Temperature   (°C),Light   (lux),Button Down,Button Up,Host Connected,End of File
249,08/02/2024 05.21.07,27,97,0,00,,,,
250,08/02/2024 05.26.07,27,88,0,00,,,,
251,08/02/2024 05.31.07,27,75,0,00,,,,
252,08/02/2024 05.36.07,27,84,0,00,,,,
253,08/02/2024 05.41.07,27,93,0,00,,,,
254,08/02/2024 05.46.07,27,97,0,00,,,,
255,08/02/2024 05.51.07,27,97,0,00,,,,
256,08/02/2024 05.56.07,27,97,0,62,,,,
257,08/02/2024 06.01.07,28,05,4,16,,,,
258,08/02/2024 06.06.07,28,01,10,21,,,,
259,08/02/2024 06.11.07,27,97,19,19,,,,
260,08/02/2024 06.16.07,27,88,35,57,,,,
261,08/02/2024 06.21.07,27,75,60,40,,,,
262,08/02/2024 06.26.07,27,45,85,68,,,,
263,08/02/2024 06.31.07,27,24,114,60,,,,
264,08/02/2024 06.36.07,27,15,135,52,,,,
265,08/02/2024 06.41.07,27,11,158,08,,,,
266,08/02/2024 06.46.07,27,11,178,96,,,,
267,08/02/2024 06.51.07,27,20,192,32,,,,
268,08/02/2024 06.56.07,27,15,208,24,,,,
269,08/02/2024 07.01.07,27,15,228,40,,,,
270,08/02/2024 07.06.07,27,15,244,16,,,,
271,08/02/2024 07.11.07,27,20,268,56,,,,
272,08/02/2024 07.16.07,27,20,293,68,,,,
273,08/02/2024 07.21.07,27,20,319,68,,,,
274,08/02/2024 07.26.07,27,20,346,24,,,,
275,08/02/2024 07.31.07,27,11,597,44,,,,
276,08/02/2024 07.36.07,27,11,428,32,,,,
277,08/02/2024 07.41.07,27,24,450,88,,,,
278,08/02/2024 07.46.07,27,24,489,44,,,,
279,08/02/2024 07.51.07,27,20,483,68,,,,
280,08/02/2024 07.56.07,27,15,857,28,,,,
281,08/02/2024 08.01.07,27,15,822,40,,,,
282,08/02/2024 08.06.07,27,20,3098,88,,,,
283,08/02/2024 08.11.07,27,32,6435,84,,,,
284,08/02/2024 08.16.07,27,37,6988,80,,,,
285,08/02/2024 08.21.07,27,45,7229,44,,,,
286,08/02/2024 08.26.07,27,45,7375,36,,,,
287,08/02/2024 08.31.07,27,50,7329,28,,,,
288,08/02/2024 08.36.07,27,50,6400,00,,,,
289,08/02/2024 08.41.07,27,37,2490,88,,,,
290,08/02/2024 08.46.07,27,32,2487,68,,,,
291,08/02/2024 08.51.07,27,50,5468,16,,,,
292,08/02/2024 08.56.07,27,58,5263,36,,,,
293,08/02/2024 09.01.07,27,41,2131,84,,,,
294,08/02/2024 09.06.07,27,45,2933,76,,,,
295,08/02/2024 09.11.07,27,63,6597,12,,,,
296,08/02/2024 09.16.07,27,63,4736,00,,,,
297,08/02/2024 09.21.07,27,45,2060,16,,,,
298,08/02/2024 09.26.07,27,54,1853,44,,,,
299,08/02/2024 09.31.07,27,50,1757,44,,,,
300,08/02/2024 09.36.07,27,67,4026,88,,,,
301,08/02/2024 09.41.07,27,80,1878,40,,,,
302,08/02/2024 09.46.07,27,84,1578,24,,,,
303,08/02/2024 09.51.07,27,97,2961,92,,,,
304,08/02/2024 09.56.07,27,93,2123,52,,,,
305,08/02/2024 10.01.07,28,23,4579,84,,,,
306,08/02/2024 10.06.07,28,31,6876,16,,,,
307,08/02/2024 10.11.07,28,35,7042,56,,,,
308,08/02/2024 10.16.07,28,44,7101,44,,,,
309,08/02/2024 10.21.07,28,48,7480,32,,,,
310,08/02/2024 10.26.07,28,53,8079,36,,,,
311,08/02/2024 10.31.07,28,61,8798,72,,,,
312,08/02/2024 10.36.07,28,70,9131,52,,,,
313,08/02/2024 10.41.07,28,78,8947,20,,,,
314,08/02/2024 10.46.07,28,83,9098,24,,,,
315,08/02/2024 10.51.07,28,95,8832,00,,,,
316,08/02/2024 10.56.07,29,08,8552,96,,,,
317,08/02/2024 11.01.07,29,21,8107,52,,,,
318,08/02/2024 11.06.07,29,34,7375,36,,,,
319,08/02/2024 11.11.07,29,43,6643,20,,,,
320,08/02/2024 11.16.07,29,47,6653,44,,,,
321,08/02/2024 11.21.07,29,47,6259,20,,,,
322,08/02/2024 11.26.07,29,56,6520,32,,,,
323,08/02/2024 11.31.07,29,60,6103,04,,,,
324,08/02/2024 11.36.07,29,64,6502,40,,,,
325,08/02/2024 11.41.07,29,73,6755,84,,,,
326,08/02/2024 11.46.07,29,86,7595,52,,,,
327,08/02/2024 11.51.07,29,98,7528,96,,,,
328,08/02/2024 11.56.07,30,16,8245,76,,,,
329,08/02/2024 12.01.07,30,33,8832,00,,,,
330,08/02/2024 12.06.07,30,63,8832,00,,,,
331,08/02/2024 12.11.07,30,84,8486,40,,,,
332,08/02/2024 12.16.07,31,31,12067,84,,,,
333,08/02/2024 12.21.07,31,57,13306,88,,,,
334,08/02/2024 12.26.07,31,74,12554,24,,,,
335,08/02/2024 12.31.07,32,30,11443,20,,,,
336,08/02/2024 12.36.07,32,52,9771,52,,,,
337,08/02/2024 12.41.07,32,34,8253,44,,,,
338,08/02/2024 12.46.07,32,73,7180,80,,,,
339,08/02/2024 12.51.07,33,07,6325,76,,,,
340,08/02/2024 12.56.07,33,29,5670,40,,,,
341,08/02/2024 13.01.07,33,76,5098,24,,,,
342,08/02/2024 13.06.07,34,40,4556,80,,,,
343,08/02/2024 13.11.07,34,92,4136,96,,,,
344,08/02/2024 13.16.07,34,96,3793,92,,,,
345,08/02/2024 13.21.07,35,39,3540,48,,,,
346,08/02/2024 13.26.07,35,18,3322,88,,,,
347,08/02/2024 13.31.07,35,35,3119,36,,,,
348,08/02/2024 13.36.07,35,60,2945,28,,,,
349,08/02/2024 13.41.07,35,22,2786,56,,,,
350,08/02/2024 13.46.07,35,13,2740,48,,,,
351,08/02/2024 13.51.07,35,13,2670,08,,,,
352,08/02/2024 13.56.07,35,00,2597,76,,,,
353,08/02/2024 14.01.07,34,79,2576,00,,,,
354,08/02/2024 14.06.07,34,70,2572,80,,,,
355,08/02/2024 14.11.07,34,66,2539,52,,,,
356,08/02/2024 14.16.07,34,49,2506,24,,,,
357,08/02/2024 14.21.07,34,49,2490,88,,,,
358,08/02/2024 14.26.07,34,53,2467,84,,,,
359,08/02/2024 14.31.07,34,19,2409,60,,,,
360,08/02/2024 14.36.07,34,10,2373,12,,,,
361,08/02/2024 14.41.07,33,89,2179,84,,,,
362,08/02/2024 14.46.07,33,55,1948,80,,,,
363,08/02/2024 14.51.07,33,07,1727,36,,,,
364,08/02/2024 14.56.07,32,73,1598,08,,,,
365,08/02/2024 15.01.07,32,47,1560,96,,,,
366,08/02/2024 15.06.07,32,17,1429,12,,,,
367,08/02/2024 15.11.07,32,00,1400,32,,,,
368,08/02/2024 15.16.07,31,83,1286,40,,,,
369,08/02/2024 15.21.07,31,61,1246,40,,,,
370,08/02/2024 15.26.07,31,36,1194,88,,,,
371,08/02/2024 15.31.07,31,23,1159,04,,,,
372,08/02/2024 15.36.07,31,10,1119,04,,,,
373,08/02/2024 15.41.07,30,97,1291,20,,,,
374,08/02/2024 15.46.07,30,89,1218,88,,,,
375,08/02/2024 15.51.07,30,89,1412,48,,,,
376,08/02/2024 15.56.07,30,97,1478,40,,,,
377,08/02/2024 16.01.07,30,76,975,04,,,,
378,08/02/2024 16.06.07,30,59,942,72,,,,
379,08/02/2024 16.11.07,30,54,937,60,,,,
380,08/02/2024 16.16.07,30,37,967,68,,,,
381,08/02/2024 16.21.07,30,24,878,72,,,,
382,08/02/2024 16.26.07,30,03,866,24,,,,
383,08/02/2024 16.31.07,30,03,807,04,,,,
384,08/02/2024 16.36.07,29,90,800,00,,,,
385,08/02/2024 16.41.07,29,77,796,48,,,,
386,08/02/2024 16.46.07,29,64,794,88,,,,
387,08/02/2024 16.51.07,29,64,682,56,,,,
388,08/02/2024 16.56.07,29,47,641,44,,,,
389,08/02/2024 17.01.07,29,47,613,28,,,,
390,08/02/2024 17.06.07,29,30,574,56,,,,
391,08/02/2024 17.11.07,29,26,544,96,,,,
392,08/02/2024 17.16.07,29,04,506,72,,,,
393,08/02/2024 17.21.07,29,04,463,84,,,,
394,08/02/2024 17.26.07,28,95,425,28,,,,
395,08/02/2024 17.31.07,29,00,380,00,,,,
396,08/02/2024 17.36.07,28,83,331,52,,,,
397,08/02/2024 17.41.07,28,78,280,40,,,,
398,08/02/2024 17.46.07,28,74,228,56,,,,
399,08/02/2024 17.51.07,28,61,172,40,,,,
400,08/02/2024 17.56.07,28,61,108,28,,,,
401,08/02/2024 18.01.07,28,61,59,38,,,,
402,08/02/2024 18.06.07,28,48,28,39,,,,
403,08/02/2024 18.11.07,28,31,11,46,,,,
404,08/02/2024 18.16.07,28,27,3,32,,,,
405,08/02/2024 18.21.07,28,27,0,20,,,,
406,08/02/2024 18.26.07,28,18,0,00,,,,
407,08/02/2024 18.31.07,27,97,0,00,,,,
408,08/02/2024 18.36.07,27,84,0,00,,,,
409,08/02/2024 18.41.07,27,84,0,00,,,,
410,08/02/2024 18.46.07,27,71,0,00,,,,
411,08/02/2024 18.51.07,27,67,0,00,,,,
412,08/02/2024 18.56.07,27,50,0,00,,,,
413,08/02/2024 19.01.07,27,50,0,00,,,,
414,08/02/2024 19.06.07,27,32,0,00,,,,
415,08/02/2024 19.11.07,27,28,0,00,,,,
416,08/02/2024 19.16.07,27,24,0,00,,,,
417,08/02/2024 19.21.07,27,15,0,00,,,,
418,08/02/2024 19.26.07,27,15,0,00,,,,
419,08/02/2024 19.31.07,27,07,0,00,,,,
420,08/02/2024 19.36.07,26,98,0,00,,,,
421,08/02/2024 19.41.07,26,98,0,00,,,,
422,08/02/2024 19.46.07,26,98,0,00,,,,
423,08/02/2024 19.51.07,26,85,0,00,,,,
424,08/02/2024 19.56.07,26,94,0,00,,,,
425,08/02/2024 20.01.07,26,85,0,00,,,,
426,08/02/2024 20.06.07,26,90,0,00,,,,
427,08/02/2024 20.11.07,26,81,0,00,,,,
428,08/02/2024 20.16.07,26,85,0,00,,,,
429,08/02/2024 20.21.07,26,81,0,00,,,,
430,08/02/2024 20.26.07,26,81,0,00,,,,
431,08/02/2024 20.31.07,26,68,0,00,,,,
432,08/02/2024 20.36.07,26,64,0,00,,,,
433,08/02/2024 20.41.07,26,64,0,00,,,,
434,08/02/2024 20.46.07,26,60,0,00,,,,
435,08/02/2024 20.51.07,26,55,0,00,,,,
436,08/02/2024 20.56.07,26,60,0,00,,,,
437,08/02/2024 21.01.07,26,55,0,00,,,,
438,08/02/2024 21.06.07,26,55,0,00,,,,
439,08/02/2024 21.11.07,26,55,0,00,,,,
440,08/02/2024 21.16.07,26,51,0,00,,,,
441,08/02/2024 21.21.07,26,47,0,00,,,,
442,08/02/2024 21.26.07,26,42,0,00,,,,
443,08/02/2024 21.31.07,26,38,0,00,,,,
444,08/02/2024 21.36.07,26,38,0,00,,,,
445,08/02/2024 21.41.07,26,38,0,00,,,,
446,08/02/2024 21.46.07,26,34,0,00,,,,
447,08/02/2024 21.51.07,26,38,0,00,,,,
448,08/02/2024 21.56.07,26,30,0,00,,,,
449,08/02/2024 22.01.07,26,30,0,00,,,,
450,08/02/2024 22.06.07,26,25,0,00,,,,
451,08/02/2024 22.11.07,26,30,0,00,,,,
452,08/02/2024 22.16.07,26,30,0,00,,,,
453,08/02/2024 22.21.07,26,25,0,00,,,,
454,08/02/2024 22.26.07,26,25,0,00,,,,
455,08/02/2024 22.31.07,26,30,0,00,,,,
456,08/02/2024 22.36.07,26,30,0,00,,,,
457,08/02/2024 22.41.07,26,34,0,00,,,,
458,08/02/2024 22.46.07,26,30,0,00,,,,
459,08/02/2024 22.51.07,26,34,0,00,,,,
460,08/02/2024 22.56.07,26,30,0,00,,,,
461,08/02/2024 23.01.07,26,30,0,00,,,,
462,08/02/2024 23.06.07,26,34,0,00,,,,
463,08/02/2024 23.11.07,26,30,0,00,,,,
464,08/02/2024 23.16.07,26,34,0,00,,,,
465,08/02/2024 23.21.07,26,30,0,00,,,,
466,08/02/2024 23.26.07,26,30,0,00,,,,
467,08/02/2024 23.31.07,26,30,0,00,,,,
468,08/02/2024 23.36.07,26,34,0,00,,,,
469,08/02/2024 23.41.07,26,25,0,00,,,,
470,08/02/2024 23.46.07,26,25,0,00,,,,
471,08/02/2024 23.51.07,26,25,0,00,,,,
472,08/02/2024 23.56.07,26,30,0,00,,,,
473,08/03/2024 00.01.07,26,30,0,00,,,,
474,08/03/2024 00.06.07,26,25,0,00,,,,
475,08/03/2024 00.11.07,26,30,0,00,,,,
476,08/03/2024 00.16.07,26,34,0,00,,,,
477,08/03/2024 00.21.07,26,30,0,00,,,,
478,08/03/2024 00.26.07,26,34,0,00,,,,
479,08/03/2024 00.31.07,26,47,0,00,,,,
480,08/03/2024 00.36.07,26,60,0,00,,,,
481,08/03/2024 00.41.07,26,60,0,00,,,,
482,08/03/2024 00.46.07,26,68,0,00,,,,
483,08/03/2024 00.51.07,26,72,0,00,,,,
484,08/03/2024 00.56.07,26,68,0,00,,,,
485,08/03/2024 01.01.07,26,85,0,00,,,,
486,08/03/2024 01.06.07,27,11,0,00,,,,
487,08/03/2024 01.11.07,27,28,0,00,,,,
488,08/03/2024 01.16.07,27,50,0,00,,,,
489,08/03/2024 01.21.07,27,67,0,00,,,,
490,08/03/2024 01.26.07,27,80,0,00,,,,
491,08/03/2024 01.31.07,27,80,0,00,,,,
492,08/03/2024 01.36.07,27,84,0,00,,,,
493,08/03/2024 01.41.07,27,84,0,00,,,,
494,08/03/2024 01.46.07,27,75,0,00,,,,
495,08/03/2024 01.51.07,27,75,0,00,,,,
496,08/03/2024 01.56.07,27,71,0,00,,,,
497,08/03/2024 02.01.07,27,80,0,00,,,,
498,08/03/2024 02.06.07,27,88,0,00,,,,
499,08/03/2024 02.11.07,27,93,0,00,,,,
500,08/03/2024 02.16.07,28,01,0,00,,,,
501,08/03/2024 02.21.07,28,05,0,00,,,,
502,08/03/2024 02.26.07,28,10,0,00,,,,
503,08/03/2024 02.31.07,28,14,0,00,,,,
504,08/03/2024 02.36.07,28,18,0,00,,,,
505,08/03/2024 02.41.07,28,18,0,00,,,,
506,08/03/2024 02.46.07,28,23,0,00,,,,
507,08/03/2024 02.51.07,28,23,0,00,,,,
